0. predicted: cord, actual: cord
959. predicted: cord, actual: formation
960. predicted: cord, actual: formation
961. predicted: cord, actual: formation
962. predicted: cord, actual: formation
963. predicted: cord, actual: formation
964. predicted: cord, actual: formation
965. predicted: cord, actual: formation
966. predicted: cord, actual: formation
967. predicted: formation, actual: formation
968. predicted: cord, actual: formation
969. predicted: cord, actual: formation
970. predicted: cord, actual: formation
971. predicted: cord, actual: formation
972. predicted: text, actual: formation
973. predicted: cord, actual: formation
974. predicted: cord, actual: formation
975. predicted: cord, actual: formation
976. predicted: formation, actual: formation
977. predicted: formation, actual: formation
978. predicted: text, actual: formation
979. predicted: cord, actual: formation
980. predicted: text, actual: formation
981. predicted: formation, actual: formation
982. predicted: cord, actual: formation
983. predicted: cord, actual: formation
984. predicted: formation, actual: formation
985. predicted: cord, actual: formation
986. predicted: formation, actual: formation
987. predicted: formation, actual: formation
988. predicted: text, actual: formation
989. predicted: formation, actual: formation
990. predicted: formation, actual: formation
991. predicted: cord, actual: formation
992. predicted: cord, actual: formation
993. predicted: formation, actual: formation
994. predicted: formation, actual: formation
995. predicted: cord, actual: formation
996. predicted: cord, actual: formation
997. predicted: formation, actual: formation
998. predicted: cord, actual: formation
999. predicted: formation, actual: formation
1000. predicted: cord, actual: formation
0.3756243756243756
1001. predicted: cord, actual: formation
1002. predicted: text, actual: formation
1003. predicted: formation, actual: formation
1004. predicted: cord, actual: formation
1005. predicted: formation, actual: formation
1006. predicted: formation, actual: formation
1007. predicted: cord, actual: formation
1008. predicted: cord, actual: formation
1009. predicted: cord, actual: formation
1010. predicted: cord, actual: formation
1011. predicted: text, actual: formation
1012. predicted: formation, actual: formation
1013. predicted: cord, actual: formation
1014. predicted: cord, actual: formation
1015. predicted: formation, actual: formation
1016. predicted: cord, actual: formation
1017. predicted: text, actual: formation
1018. predicted: formation, actual: formation
1019. predicted: text, actual: formation
1020. predicted: cord, actual: formation
1021. predicted: formation, actual: formation
1022. predicted: cord, actual: formation
1023. predicted: cord, actual: formation
1024. predicted: formation, actual: formation
1025. predicted: formation, actual: formation
1026. predicted: formation, actual: formation
1027. predicted: formation, actual: formation
1028. predicted: formation, actual: formation
1029. predicted: formation, actual: formation
1030. predicted: text, actual: formation
1031. predicted: cord, actual: formation
1032. predicted: formation, actual: formation
1033. predicted: formation, actual: formation
1034. predicted: cord, actual: formation
1035. predicted: formation, actual: formation
1036. predicted: cord, actual: formation
1037. predicted: formation, actual: formation
1038. predicted: text, actual: formation
1039. predicted: formation, actual: formation
1040. predicted: formation, actual: formation
1041. predicted: cord, actual: formation
1042. predicted: formation, actual: formation
1043. predicted: cord, actual: formation
1044. predicted: text, actual: formation
1045. predicted: cord, actual: formation
1046. predicted: formation, actual: formation
1047. predicted: formation, actual: formation
1048. predicted: formation, actual: formation
1049. predicted: text, actual: formation
1050. predicted: formation, actual: formation
1051. predicted: formation, actual: formation
1052. predicted: text, actual: formation
1053. predicted: cord, actual: formation
1054. predicted: formation, actual: formation
1055. predicted: cord, actual: formation
1056. predicted: text, actual: formation
1057. predicted: cord, actual: formation
1058. predicted: cord, actual: formation
1059. predicted: formation, actual: formation
1060. predicted: formation, actual: formation
1061. predicted: cord, actual: formation
1062. predicted: formation, actual: formation
1063. predicted: formation, actual: formation
1064. predicted: cord, actual: formation
1065. predicted: cord, actual: formation
1066. predicted: cord, actual: formation
1067. predicted: formation, actual: formation
1068. predicted: formation, actual: formation
1069. predicted: cord, actual: formation
1070. predicted: formation, actual: formation
1071. predicted: cord, actual: formation
1072. predicted: formation, actual: formation
1073. predicted: cord, actual: formation
1074. predicted: cord, actual: formation
1075. predicted: formation, actual: formation
1076. predicted: cord, actual: formation
1077. predicted: cord, actual: formation
1078. predicted: formation, actual: formation
1079. predicted: cord, actual: formation
1080. predicted: cord, actual: formation
1081. predicted: cord, actual: formation
1082. predicted: formation, actual: formation
1083. predicted: text, actual: formation
1084. predicted: cord, actual: formation
1085. predicted: cord, actual: formation
1086. predicted: cord, actual: formation
1087. predicted: cord, actual: formation
1088. predicted: cord, actual: formation
1089. predicted: formation, actual: formation
1090. predicted: cord, actual: formation
1091. predicted: cord, actual: formation
1092. predicted: formation, actual: formation
1093. predicted: formation, actual: formation
1094. predicted: cord, actual: formation
1095. predicted: formation, actual: formation
1096. predicted: formation, actual: phone
1097. predicted: phone, actual: phone
1098. predicted: phone, actual: phone
1099. predicted: cord, actual: phone
1100. predicted: cord, actual: phone
0.38056312443233425
1101. predicted: cord, actual: phone
1102. predicted: cord, actual: phone
1103. predicted: phone, actual: phone
1104. predicted: phone, actual: phone
1105. predicted: formation, actual: phone
1106. predicted: formation, actual: phone
1107. predicted: phone, actual: phone
1108. predicted: formation, actual: phone
1109. predicted: phone, actual: phone
1110. predicted: phone, actual: phone
1111. predicted: text, actual: phone
1112. predicted: text, actual: phone
1113. predicted: phone, actual: phone
1114. predicted: formation, actual: phone
1115. predicted: formation, actual: phone
1116. predicted: text, actual: phone
1117. predicted: cord, actual: phone
1118. predicted: cord, actual: phone
1119. predicted: phone, actual: phone
1120. predicted: text, actual: phone
1121. predicted: cord, actual: phone
1122. predicted: formation, actual: phone
1123. predicted: cord, actual: phone
1124. predicted: cord, actual: phone
1125. predicted: text, actual: phone
1126. predicted: cord, actual: phone
1127. predicted: cord, actual: phone
1128. predicted: cord, actual: phone
1129. predicted: phone, actual: phone
1130. predicted: phone, actual: phone
1131. predicted: phone, actual: phone
1132. predicted: phone, actual: phone
1133. predicted: phone, actual: phone
1134. predicted: phone, actual: phone
1135. predicted: phone, actual: phone
1136. predicted: cord, actual: phone
1137. predicted: phone, actual: phone
1138. predicted: cord, actual: phone
1139. predicted: formation, actual: phone
1140. predicted: cord, actual: phone
1141. predicted: phone, actual: phone
1142. predicted: cord, actual: phone
1143. predicted: cord, actual: phone
1144. predicted: phone, actual: phone
1145. predicted: cord, actual: phone
1146. predicted: formation, actual: phone
1147. predicted: formation, actual: phone
1148. predicted: phone, actual: phone
1149. predicted: phone, actual: phone
1150. predicted: formation, actual: phone
1151. predicted: text, actual: phone
1152. predicted: formation, actual: phone
1153. predicted: formation, actual: phone
1154. predicted: phone, actual: phone
1155. predicted: cord, actual: phone
1156. predicted: cord, actual: phone
1157. predicted: cord, actual: phone
1158. predicted: text, actual: phone
1159. predicted: text, actual: phone
1160. predicted: cord, actual: phone
1161. predicted: cord, actual: phone
1162. predicted: cord, actual: phone
1163. predicted: phone, actual: phone
1164. predicted: cord, actual: phone
1165. predicted: formation, actual: phone
1166. predicted: cord, actual: phone
1167. predicted: formation, actual: phone
1168. predicted: formation, actual: phone
1169. predicted: formation, actual: phone
1170. predicted: phone, actual: phone
1171. predicted: phone, actual: phone
1172. predicted: phone, actual: phone
1173. predicted: formation, actual: phone
1174. predicted: formation, actual: phone
1175. predicted: formation, actual: phone
1176. predicted: cord, actual: phone
1177. predicted: text, actual: phone
1178. predicted: text, actual: phone
1179. predicted: phone, actual: phone
1180. predicted: cord, actual: phone
1181. predicted: text, actual: phone
1182. predicted: cord, actual: phone
1183. predicted: formation, actual: phone
1184. predicted: formation, actual: phone
1185. predicted: text, actual: phone
1186. predicted: formation, actual: phone
1187. predicted: text, actual: phone
1188. predicted: formation, actual: phone
1189. predicted: cord, actual: phone
1190. predicted: cord, actual: phone
1191. predicted: formation, actual: phone
1192. predicted: phone, actual: phone
1193. predicted: phone, actual: phone
1194. predicted: formation, actual: phone
1195. predicted: phone, actual: phone
1196. predicted: phone, actual: phone
1197. predicted: phone, actual: phone
1198. predicted: formation, actual: phone
1199. predicted: cord, actual: phone
1200. predicted: phone, actual: phone
0.37468776019983346
1201. predicted: cord, actual: phone
1202. predicted: phone, actual: phone
1203. predicted: cord, actual: phone
1204. predicted: phone, actual: phone
1205. predicted: phone, actual: phone
1206. predicted: phone, actual: phone
1207. predicted: phone, actual: phone
1208. predicted: formation, actual: phone
1209. predicted: phone, actual: phone
1210. predicted: phone, actual: phone
1211. predicted: cord, actual: phone
1212. predicted: formation, actual: phone
1213. predicted: phone, actual: phone
1214. predicted: formation, actual: phone
1215. predicted: phone, actual: phone
1216. predicted: formation, actual: phone
1217. predicted: cord, actual: phone
1218. predicted: cord, actual: phone
1219. predicted: cord, actual: phone
1220. predicted: formation, actual: phone
1221. predicted: cord, actual: phone
1222. predicted: phone, actual: phone
1223. predicted: formation, actual: phone
1224. predicted: text, actual: phone
1225. predicted: cord, actual: phone
1226. predicted: formation, actual: phone
1227. predicted: cord, actual: phone
1228. predicted: text, actual: phone
1229. predicted: phone, actual: phone
1230. predicted: phone, actual: phone
1231. predicted: formation, actual: phone
1232. predicted: formation, actual: phone
1233. predicted: cord, actual: phone
1234. predicted: text, actual: phone
1235. predicted: formation, actual: phone
1236. predicted: cord, actual: phone
1237. predicted: cord, actual: phone
1238. predicted: formation, actual: phone
1239. predicted: formation, actual: phone
1240. predicted: text, actual: phone
1241. predicted: text, actual: phone
1242. predicted: text, actual: phone
1243. predicted: cord, actual: phone
1244. predicted: phone, actual: phone
1245. predicted: formation, actual: phone
1246. predicted: cord, actual: phone
1247. predicted: cord, actual: phone
1248. predicted: cord, actual: phone
1249. predicted: formation, actual: phone
1250. predicted: cord, actual: phone
1251. predicted: formation, actual: phone
1252. predicted: formation, actual: phone
1253. predicted: formation, actual: phone
1254. predicted: formation, actual: phone
1255. predicted: phone, actual: phone
1256. predicted: formation, actual: phone
1257. predicted: text, actual: phone
1258. predicted: cord, actual: phone
1259. predicted: cord, actual: phone
1260. predicted: cord, actual: phone
1261. predicted: product, actual: phone
1262. predicted: phone, actual: phone
1263. predicted: formation, actual: phone
1264. predicted: formation, actual: phone
1265. predicted: phone, actual: phone
1266. predicted: phone, actual: phone
1267. predicted: phone, actual: phone
1268. predicted: formation, actual: phone
1269. predicted: formation, actual: phone
1270. predicted: phone, actual: phone
1271. predicted: phone, actual: phone
1272. predicted: phone, actual: phone
1273. predicted: cord, actual: phone
1274. predicted: phone, actual: phone
1275. predicted: phone, actual: phone
1276. predicted: phone, actual: phone
1277. predicted: phone, actual: phone
1278. predicted: text, actual: phone
1279. predicted: cord, actual: phone
1280. predicted: formation, actual: phone
1281. predicted: text, actual: phone
1282. predicted: cord, actual: phone
1283. predicted: formation, actual: phone
1284. predicted: formation, actual: phone
1285. predicted: formation, actual: phone
1286. predicted: text, actual: phone
1287. predicted: phone, actual: phone
1288. predicted: phone, actual: phone
1289. predicted: phone, actual: phone
1290. predicted: phone, actual: phone
1291. predicted: formation, actual: phone
1292. predicted: formation, actual: phone
1293. predicted: formation, actual: phone
1294. predicted: cord, actual: phone
1295. predicted: phone, actual: phone
1296. predicted: phone, actual: phone
1297. predicted: phone, actual: phone
1298. predicted: cord, actual: phone
1299. predicted: formation, actual: phone
1300. predicted: cord, actual: phone
0.3704842428900845
1301. predicted: cord, actual: phone
1302. predicted: cord, actual: phone
1303. predicted: text, actual: phone
1304. predicted: text, actual: phone
1305. predicted: text, actual: phone
1306. predicted: formation, actual: phone
1307. predicted: text, actual: phone
1308. predicted: phone, actual: phone
1309. predicted: phone, actual: phone
1310. predicted: text, actual: phone
1311. predicted: cord, actual: phone
1312. predicted: phone, actual: phone
1313. predicted: phone, actual: phone
1314. predicted: phone, actual: phone
1315. predicted: phone, actual: phone
1316. predicted: cord, actual: phone
1317. predicted: formation, actual: phone
1318. predicted: phone, actual: phone
1319. predicted: formation, actual: phone
1320. predicted: cord, actual: phone
1321. predicted: phone, actual: phone
1322. predicted: formation, actual: phone
1323. predicted: cord, actual: phone
1324. predicted: formation, actual: phone
1325. predicted: phone, actual: phone
1326. predicted: phone, actual: phone
1327. predicted: formation, actual: phone
1328. predicted: cord, actual: phone
1329. predicted: text, actual: phone
1330. predicted: formation, actual: phone
1331. predicted: cord, actual: phone
1332. predicted: phone, actual: phone
1333. predicted: formation, actual: phone
1334. predicted: phone, actual: phone
1335. predicted: phone, actual: phone
1336. predicted: phone, actual: phone
1337. predicted: phone, actual: phone
1338. predicted: product, actual: phone
1339. predicted: phone, actual: phone
1340. predicted: phone, actual: phone
1341. predicted: formation, actual: phone
1342. predicted: phone, actual: phone
1343. predicted: cord, actual: phone
1344. predicted: cord, actual: phone
1345. predicted: text, actual: phone
1346. predicted: text, actual: phone
1347. predicted: formation, actual: phone
1348. predicted: cord, actual: phone
1349. predicted: phone, actual: phone
1350. predicted: formation, actual: phone
1351. predicted: cord, actual: phone
1352. predicted: phone, actual: phone
1353. predicted: text, actual: phone
1354. predicted: text, actual: phone
1355. predicted: formation, actual: phone
1356. predicted: text, actual: phone
1357. predicted: text, actual: phone
1358. predicted: text, actual: phone
1359. predicted: phone, actual: phone
1360. predicted: cord, actual: phone
1361. predicted: text, actual: phone
1362. predicted: formation, actual: phone
1363. predicted: phone, actual: phone
1364. predicted: formation, actual: phone
1365. predicted: cord, actual: phone
1366. predicted: phone, actual: phone
1367. predicted: cord, actual: phone
1368. predicted: text, actual: phone
1369. predicted: phone, actual: phone
1370. predicted: phone, actual: phone
1371. predicted: formation, actual: phone
1372. predicted: cord, actual: phone
1373. predicted: formation, actual: phone
1374. predicted: phone, actual: phone
1375. predicted: formation, actual: phone
1376. predicted: phone, actual: phone
1377. predicted: division, actual: phone
1378. predicted: text, actual: phone
1379. predicted: cord, actual: phone
1380. predicted: cord, actual: phone
1381. predicted: formation, actual: phone
1382. predicted: formation, actual: phone
1383. predicted: cord, actual: phone
1384. predicted: phone, actual: phone
1385. predicted: formation, actual: phone
1386. predicted: cord, actual: phone
1387. predicted: text, actual: phone
1388. predicted: cord, actual: phone
1389. predicted: text, actual: phone
1390. predicted: formation, actual: phone
1391. predicted: cord, actual: phone
1392. predicted: phone, actual: phone
1393. predicted: cord, actual: phone
1394. predicted: cord, actual: phone
1395. predicted: cord, actual: phone
1396. predicted: formation, actual: phone
1397. predicted: cord, actual: phone
1398. predicted: cord, actual: phone
1399. predicted: formation, actual: phone
1400. predicted: text, actual: phone
0.364739471805853
1401. predicted: phone, actual: phone
1402. predicted: formation, actual: phone
1403. predicted: formation, actual: phone
1404. predicted: cord, actual: phone
1405. predicted: formation, actual: phone
1406. predicted: formation, actual: phone
1407. predicted: formation, actual: phone
1408. predicted: text, actual: phone
1409. predicted: cord, actual: phone
1410. predicted: cord, actual: phone
1411. predicted: cord, actual: phone
1412. predicted: cord, actual: phone
1413. predicted: formation, actual: phone
1414. predicted: formation, actual: phone
1415. predicted: formation, actual: phone
1416. predicted: formation, actual: phone
1417. predicted: cord, actual: phone
1418. predicted: phone, actual: phone
1419. predicted: cord, actual: phone
1420. predicted: cord, actual: phone
1421. predicted: formation, actual: phone
1422. predicted: formation, actual: phone
1423. predicted: formation, actual: phone
1424. predicted: cord, actual: phone
1425. predicted: cord, actual: phone
1426. predicted: cord, actual: phone
1427. predicted: formation, actual: phone
1428. predicted: cord, actual: phone
1429. predicted: formation, actual: phone
1430. predicted: text, actual: phone
1431. predicted: text, actual: phone
1432. predicted: formation, actual: phone
1433. predicted: cord, actual: phone
1434. predicted: formation, actual: phone
1435. predicted: formation, actual: phone
1436. predicted: formation, actual: phone
1437. predicted: formation, actual: phone
1438. predicted: formation, actual: phone
1439. predicted: formation, actual: phone
1440. predicted: cord, actual: phone
1441. predicted: text, actual: phone
1442. predicted: formation, actual: phone
1443. predicted: formation, actual: phone
1444. predicted: formation, actual: phone
1445. predicted: formation, actual: phone
1446. predicted: phone, actual: phone
1447. predicted: phone, actual: phone
1448. predicted: cord, actual: phone
1449. predicted: phone, actual: phone
1450. predicted: text, actual: phone
1451. predicted: cord, actual: phone
1452. predicted: formation, actual: phone
1453. predicted: formation, actual: phone
1454. predicted: formation, actual: phone
1455. predicted: cord, actual: phone
1456. predicted: cord, actual: phone
1457. predicted: cord, actual: phone
1458. predicted: formation, actual: phone
1459. predicted: formation, actual: phone
1460. predicted: formation, actual: phone
1461. predicted: cord, actual: phone
1462. predicted: cord, actual: phone
1463. predicted: cord, actual: phone
1464. predicted: formation, actual: phone
1465. predicted: formation, actual: phone
1466. predicted: formation, actual: phone
1467. predicted: formation, actual: phone
1468. predicted: text, actual: phone
1469. predicted: formation, actual: phone
1470. predicted: cord, actual: phone
1471. predicted: text, actual: phone
1472. predicted: cord, actual: phone
1473. predicted: formation, actual: phone
1474. predicted: cord, actual: phone
1475. predicted: formation, actual: phone
1476. predicted: cord, actual: phone
1477. predicted: cord, actual: phone
1478. predicted: text, actual: phone
1479. predicted: cord, actual: phone
1480. predicted: cord, actual: phone
1481. predicted: cord, actual: phone
1482. predicted: cord, actual: phone
1483. predicted: text, actual: phone
1484. predicted: formation, actual: phone
1485. predicted: formation, actual: phone
1486. predicted: formation, actual: phone
1487. predicted: formation, actual: phone
1488. predicted: phone, actual: phone
1489. predicted: cord, actual: phone
1490. predicted: formation, actual: phone
1491. predicted: cord, actual: phone
1492. predicted: formation, actual: phone
1493. predicted: formation, actual: phone
1494. predicted: cord, actual: phone
1495. predicted: cord, actual: phone
1496. predicted: formation, actual: phone
1497. predicted: cord, actual: phone
1498. predicted: formation, actual: phone
1499. predicted: cord, actual: phone
1500. predicted: cord, actual: phone
0.34443704197201863
1501. predicted: formation, actual: phone
1502. predicted: cord, actual: phone
1503. predicted: text, actual: phone
1504. predicted: text, actual: phone
1505. predicted: formation, actual: phone
1506. predicted: cord, actual: phone
1507. predicted: cord, actual: phone
1508. predicted: cord, actual: phone
1509. predicted: cord, actual: phone
1510. predicted: formation, actual: phone
1511. predicted: formation, actual: phone
1512. predicted: phone, actual: phone
1513. predicted: cord, actual: phone
1514. predicted: cord, actual: phone
1515. predicted: cord, actual: phone
1516. predicted: formation, actual: phone
1517. predicted: formation, actual: phone
1518. predicted: text, actual: phone
1519. predicted: text, actual: phone
1520. predicted: text, actual: phone
1521. predicted: cord, actual: phone
1522. predicted: text, actual: phone
1523. predicted: text, actual: phone
1524. predicted: formation, actual: phone
1525. predicted: cord, actual: product
1526. predicted: formation, actual: product
1527. predicted: cord, actual: product
1528. predicted: text, actual: product
1529. predicted: text, actual: product
1530. predicted: cord, actual: product
1531. predicted: formation, actual: product
1532. predicted: formation, actual: product
1533. predicted: cord, actual: product
1534. predicted: cord, actual: product
1535. predicted: text, actual: product
1536. predicted: cord, actual: product
1537. predicted: cord, actual: product
1538. predicted: phone, actual: product
1539. predicted: cord, actual: product
1540. predicted: cord, actual: product
1541. predicted: formation, actual: product
1542. predicted: text, actual: product
1543. predicted: text, actual: product
1544. predicted: cord, actual: product
1545. predicted: cord, actual: product
1546. predicted: cord, actual: product
1547. predicted: formation, actual: product
1548. predicted: formation, actual: product
1549. predicted: text, actual: product
1550. predicted: formation, actual: product
1551. predicted: formation, actual: product
1552. predicted: formation, actual: product
1553. predicted: formation, actual: product
1554. predicted: text, actual: product
1555. predicted: formation, actual: product
1556. predicted: cord, actual: product
1557. predicted: formation, actual: product
1558. predicted: formation, actual: product
1559. predicted: formation, actual: product
1560. predicted: formation, actual: product
1561. predicted: cord, actual: product
1562. predicted: formation, actual: product
1563. predicted: cord, actual: product
1564. predicted: formation, actual: product
1565. predicted: cord, actual: product
1566. predicted: cord, actual: product
1567. predicted: cord, actual: product
1568. predicted: cord, actual: product
1569. predicted: cord, actual: product
1570. predicted: formation, actual: product
1571. predicted: cord, actual: product
1572. predicted: cord, actual: product
1573. predicted: cord, actual: product
1574. predicted: cord, actual: product
1575. predicted: formation, actual: product
1576. predicted: cord, actual: product
1577. predicted: cord, actual: product
1578. predicted: formation, actual: product
1579. predicted: cord, actual: product
1580. predicted: cord, actual: product
1581. predicted: cord, actual: product
1582. predicted: cord, actual: product
1583. predicted: formation, actual: product
1584. predicted: text, actual: product
1585. predicted: phone, actual: product
1586. predicted: formation, actual: product
1587. predicted: cord, actual: product
1588. predicted: cord, actual: product
1589. predicted: formation, actual: product
1590. predicted: product, actual: product
1591. predicted: cord, actual: product
1592. predicted: cord, actual: product
1593. predicted: text, actual: product
1594. predicted: cord, actual: product
1595. predicted: cord, actual: product
1596. predicted: cord, actual: product
1597. predicted: cord, actual: product
1598. predicted: cord, actual: product
1599. predicted: text, actual: product
1600. predicted: cord, actual: product
0.32417239225484074
1601. predicted: formation, actual: product
1602. predicted: text, actual: product
1603. predicted: formation, actual: product
1604. predicted: formation, actual: product
1605. predicted: cord, actual: product
1606. predicted: formation, actual: product
1607. predicted: formation, actual: product
1608. predicted: formation, actual: product
1609. predicted: cord, actual: product
1610. predicted: cord, actual: product
1611. predicted: formation, actual: product
1612. predicted: formation, actual: product
1613. predicted: formation, actual: product
1614. predicted: formation, actual: product
1615. predicted: cord, actual: product
1616. predicted: cord, actual: product
1617. predicted: formation, actual: product
1618. predicted: formation, actual: product
1619. predicted: cord, actual: product
1620. predicted: cord, actual: product
1621. predicted: formation, actual: product
1622. predicted: formation, actual: product
1623. predicted: cord, actual: product
1624. predicted: formation, actual: product
1625. predicted: text, actual: product
1626. predicted: cord, actual: product
1627. predicted: cord, actual: product
1628. predicted: text, actual: product
1629. predicted: formation, actual: product
1630. predicted: cord, actual: product
1631. predicted: formation, actual: product
1632. predicted: formation, actual: product
1633. predicted: formation, actual: product
1634. predicted: cord, actual: product
1635. predicted: cord, actual: product
1636. predicted: cord, actual: product
1637. predicted: cord, actual: product
1638. predicted: formation, actual: product
1639. predicted: formation, actual: product
1640. predicted: cord, actual: product
1641. predicted: formation, actual: product
1642. predicted: formation, actual: product
1643. predicted: formation, actual: product
1644. predicted: formation, actual: product
1645. predicted: cord, actual: product
1646. predicted: product, actual: product
1647. predicted: formation, actual: product
1648. predicted: cord, actual: product
1649. predicted: cord, actual: product
1650. predicted: formation, actual: product
1651. predicted: cord, actual: product
1652. predicted: text, actual: product
1653. predicted: cord, actual: product
1654. predicted: formation, actual: product
1655. predicted: formation, actual: product
1656. predicted: cord, actual: product
1657. predicted: formation, actual: product
1658. predicted: cord, actual: product
1659. predicted: cord, actual: product
1660. predicted: formation, actual: product
1661. predicted: formation, actual: product
1662. predicted: formation, actual: product
1663. predicted: cord, actual: product
1664. predicted: text, actual: product
1665. predicted: cord, actual: product
1666. predicted: text, actual: product
1667. predicted: text, actual: product
1668. predicted: cord, actual: product
1669. predicted: formation, actual: product
1670. predicted: formation, actual: product
1671. predicted: text, actual: product
1672. predicted: formation, actual: product
1673. predicted: formation, actual: product
1674. predicted: cord, actual: product
1675. predicted: formation, actual: product
1676. predicted: cord, actual: product
1677. predicted: formation, actual: product
1678. predicted: formation, actual: product
1679. predicted: cord, actual: product
1680. predicted: cord, actual: product
1681. predicted: text, actual: product
1682. predicted: text, actual: product
1683. predicted: cord, actual: product
1684. predicted: formation, actual: product
1685. predicted: cord, actual: product
1686. predicted: phone, actual: product
1687. predicted: cord, actual: product
1688. predicted: formation, actual: product
1689. predicted: formation, actual: product
1690. predicted: text, actual: product
1691. predicted: text, actual: product
1692. predicted: formation, actual: product
1693. predicted: formation, actual: product
1694. predicted: cord, actual: product
1695. predicted: formation, actual: product
1696. predicted: formation, actual: product
1697. predicted: cord, actual: product
1698. predicted: cord, actual: product
1699. predicted: formation, actual: product
1700. predicted: formation, actual: product
0.30570252792475017
1701. predicted: cord, actual: product
1702. predicted: formation, actual: product
1703. predicted: cord, actual: product
1704. predicted: text, actual: product
1705. predicted: text, actual: product
1706. predicted: cord, actual: product
1707. predicted: cord, actual: product
1708. predicted: formation, actual: product
1709. predicted: cord, actual: product
1710. predicted: formation, actual: product
1711. predicted: cord, actual: product
1712. predicted: text, actual: product
1713. predicted: formation, actual: product
1714. predicted: formation, actual: product
1715. predicted: formation, actual: product
1716. predicted: formation, actual: product
1717. predicted: formation, actual: product
1718. predicted: cord, actual: product
1719. predicted: formation, actual: product
1720. predicted: formation, actual: product
1721. predicted: cord, actual: product
1722. predicted: text, actual: product
1723. predicted: cord, actual: product
1724. predicted: cord, actual: product
1725. predicted: cord, actual: product
1726. predicted: formation, actual: product
1727. predicted: cord, actual: product
1728. predicted: text, actual: product
1729. predicted: formation, actual: product
1730. predicted: product, actual: product
1731. predicted: formation, actual: product
1732. predicted: formation, actual: product
1733. predicted: text, actual: product
1734. predicted: formation, actual: product
1735. predicted: cord, actual: product
1736. predicted: formation, actual: product
1737. predicted: formation, actual: product
1738. predicted: formation, actual: product
1739. predicted: formation, actual: product
1740. predicted: formation, actual: product
1741. predicted: cord, actual: product
1742. predicted: formation, actual: product
1743. predicted: text, actual: product
1744. predicted: formation, actual: product
1745. predicted: formation, actual: product
1746. predicted: formation, actual: product
1747. predicted: text, actual: product
1748. predicted: product, actual: product
1749. predicted: cord, actual: product
1750. predicted: cord, actual: product
1751. predicted: formation, actual: product
1752. predicted: cord, actual: product
1753. predicted: formation, actual: product
1754. predicted: cord, actual: product
1755. predicted: cord, actual: product
1756. predicted: cord, actual: product
1757. predicted: formation, actual: product
1758. predicted: formation, actual: product
1759. predicted: formation, actual: product
1760. predicted: text, actual: product
1761. predicted: formation, actual: product
1762. predicted: cord, actual: product
1763. predicted: cord, actual: product
1764. predicted: cord, actual: product
1765. predicted: cord, actual: product
1766. predicted: text, actual: product
1767. predicted: cord, actual: product
1768. predicted: cord, actual: product
1769. predicted: cord, actual: product
1770. predicted: cord, actual: product
1771. predicted: text, actual: product
1772. predicted: formation, actual: product
1773. predicted: product, actual: product
1774. predicted: cord, actual: product
1775. predicted: formation, actual: product
1776. predicted: cord, actual: product
1777. predicted: cord, actual: product
1778. predicted: cord, actual: product
1779. predicted: formation, actual: product
1780. predicted: formation, actual: product
1781. predicted: cord, actual: product
1782. predicted: cord, actual: product
1783. predicted: cord, actual: product
1784. predicted: cord, actual: product
1785. predicted: formation, actual: product
1786. predicted: formation, actual: product
1787. predicted: cord, actual: product
1788. predicted: cord, actual: product
1789. predicted: cord, actual: product
1790. predicted: cord, actual: product
1791. predicted: cord, actual: product
1792. predicted: cord, actual: product
1793. predicted: cord, actual: product
1794. predicted: cord, actual: product
1795. predicted: cord, actual: product
1796. predicted: cord, actual: product
1797. predicted: cord, actual: product
1798. predicted: cord, actual: product
1799. predicted: cord, actual: product
1800. predicted: cord, actual: product
0.2903942254303165
1801. predicted: formation, actual: product
1802. predicted: cord, actual: product
1803. predicted: formation, actual: product
1804. predicted: cord, actual: product
1805. predicted: text, actual: product
1806. predicted: product, actual: product
1807. predicted: cord, actual: product
1808. predicted: formation, actual: product
1809. predicted: formation, actual: product
1810. predicted: cord, actual: product
1811. predicted: cord, actual: product
1812. predicted: formation, actual: product
1813. predicted: text, actual: product
1814. predicted: cord, actual: product
1815. predicted: cord, actual: product
1816. predicted: cord, actual: product
1817. predicted: formation, actual: product
1818. predicted: cord, actual: product
1819. predicted: formation, actual: product
1820. predicted: formation, actual: product
1821. predicted: cord, actual: product
1822. predicted: text, actual: product
1823. predicted: cord, actual: product
1824. predicted: formation, actual: product
1825. predicted: text, actual: product
1826. predicted: formation, actual: product
1827. predicted: cord, actual: product
1828. predicted: cord, actual: product
1829. predicted: formation, actual: product
1830. predicted: cord, actual: product
1831. predicted: formation, actual: product
1832. predicted: formation, actual: product
1833. predicted: cord, actual: product
1834. predicted: cord, actual: product
1835. predicted: product, actual: product
1836. predicted: cord, actual: product
1837. predicted: phone, actual: product
1838. predicted: formation, actual: product
1839. predicted: cord, actual: product
1840. predicted: text, actual: product
1841. predicted: product, actual: product
1842. predicted: product, actual: product
1843. predicted: formation, actual: product
1844. predicted: cord, actual: product
1845. predicted: cord, actual: product
1846. predicted: formation, actual: product
1847. predicted: cord, actual: product
1848. predicted: formation, actual: product
1849. predicted: cord, actual: product
1850. predicted: cord, actual: product
1851. predicted: formation, actual: product
1852. predicted: cord, actual: product
1853. predicted: cord, actual: product
1854. predicted: text, actual: product
1855. predicted: text, actual: product
1856. predicted: text, actual: product
1857. predicted: cord, actual: product
1858. predicted: cord, actual: product
