0. predicted: SERVE10, actual: SERVE10
1095. predicted: SERVE12, actual: SERVE10
1096. predicted: SERVE10, actual: SERVE10
1097. predicted: SERVE10, actual: SERVE10
1098. predicted: SERVE10, actual: SERVE10
1099. predicted: SERVE10, actual: SERVE10
1100. predicted: SERVE12, actual: SERVE10
0.42779291553133514
1101. predicted: SERVE10, actual: SERVE10
1102. predicted: SERVE10, actual: SERVE10
1103. predicted: SERVE10, actual: SERVE10
1104. predicted: SERVE10, actual: SERVE10
1105. predicted: SERVE12, actual: SERVE10
1106. predicted: SERVE12, actual: SERVE10
1107. predicted: SERVE10, actual: SERVE10
1108. predicted: SERVE12, actual: SERVE10
1109. predicted: SERVE10, actual: SERVE10
1110. predicted: SERVE10, actual: SERVE10
1111. predicted: SERVE10, actual: SERVE10
1112. predicted: SERVE12, actual: SERVE10
1113. predicted: SERVE10, actual: SERVE10
1114. predicted: SERVE10, actual: SERVE10
1115. predicted: SERVE10, actual: SERVE10
1116. predicted: SERVE12, actual: SERVE10
1117. predicted: SERVE12, actual: SERVE10
1118. predicted: SERVE10, actual: SERVE10
1119. predicted: SERVE12, actual: SERVE10
1120. predicted: SERVE12, actual: SERVE10
1121. predicted: SERVE10, actual: SERVE10
1122. predicted: SERVE12, actual: SERVE10
1123. predicted: SERVE12, actual: SERVE10
1124. predicted: SERVE12, actual: SERVE10
1125. predicted: SERVE12, actual: SERVE10
1126. predicted: SERVE10, actual: SERVE10
1127. predicted: SERVE12, actual: SERVE10
1128. predicted: SERVE10, actual: SERVE10
1129. predicted: SERVE12, actual: SERVE10
1130. predicted: SERVE12, actual: SERVE10
1131. predicted: SERVE12, actual: SERVE10
1132. predicted: SERVE10, actual: SERVE10
1133. predicted: SERVE12, actual: SERVE10
1134. predicted: SERVE10, actual: SERVE10
1135. predicted: SERVE10, actual: SERVE10
1136. predicted: SERVE10, actual: SERVE10
1137. predicted: SERVE10, actual: SERVE10
1138. predicted: SERVE12, actual: SERVE10
1139. predicted: SERVE10, actual: SERVE10
1140. predicted: SERVE12, actual: SERVE10
1141. predicted: SERVE10, actual: SERVE10
1142. predicted: SERVE12, actual: SERVE10
1143. predicted: SERVE10, actual: SERVE10
1144. predicted: SERVE12, actual: SERVE10
1145. predicted: SERVE12, actual: SERVE10
1146. predicted: SERVE12, actual: SERVE10
1147. predicted: SERVE10, actual: SERVE10
1148. predicted: SERVE12, actual: SERVE10
1149. predicted: SERVE12, actual: SERVE10
1150. predicted: SERVE12, actual: SERVE10
1151. predicted: SERVE12, actual: SERVE10
1152. predicted: SERVE10, actual: SERVE10
1153. predicted: SERVE12, actual: SERVE10
1154. predicted: SERVE10, actual: SERVE10
1155. predicted: SERVE12, actual: SERVE10
1156. predicted: SERVE10, actual: SERVE10
1157. predicted: SERVE10, actual: SERVE10
1158. predicted: SERVE10, actual: SERVE10
1159. predicted: SERVE10, actual: SERVE10
1160. predicted: SERVE10, actual: SERVE10
1161. predicted: SERVE12, actual: SERVE10
1162. predicted: SERVE10, actual: SERVE10
1163. predicted: SERVE12, actual: SERVE10
1164. predicted: SERVE12, actual: SERVE10
1165. predicted: SERVE12, actual: SERVE10
1166. predicted: SERVE12, actual: SERVE10
1167. predicted: SERVE10, actual: SERVE10
1168. predicted: SERVE10, actual: SERVE10
1169. predicted: SERVE12, actual: SERVE10
1170. predicted: SERVE10, actual: SERVE10
1171. predicted: SERVE12, actual: SERVE10
1172. predicted: SERVE12, actual: SERVE10
1173. predicted: SERVE10, actual: SERVE10
1174. predicted: SERVE12, actual: SERVE10
1175. predicted: SERVE10, actual: SERVE10
1176. predicted: SERVE12, actual: SERVE10
1177. predicted: SERVE12, actual: SERVE10
1178. predicted: SERVE10, actual: SERVE10
1179. predicted: SERVE10, actual: SERVE10
1180. predicted: SERVE12, actual: SERVE10
1181. predicted: SERVE10, actual: SERVE10
1182. predicted: SERVE12, actual: SERVE10
1183. predicted: SERVE12, actual: SERVE10
1184. predicted: SERVE12, actual: SERVE10
1185. predicted: SERVE10, actual: SERVE10
1186. predicted: SERVE12, actual: SERVE10
1187. predicted: SERVE10, actual: SERVE10
1188. predicted: SERVE10, actual: SERVE10
1189. predicted: SERVE12, actual: SERVE10
1190. predicted: SERVE10, actual: SERVE10
1191. predicted: SERVE10, actual: SERVE10
1192. predicted: SERVE10, actual: SERVE10
1193. predicted: SERVE10, actual: SERVE10
1194. predicted: SERVE12, actual: SERVE10
1195. predicted: SERVE10, actual: SERVE10
1196. predicted: SERVE10, actual: SERVE10
1197. predicted: SERVE12, actual: SERVE10
1198. predicted: SERVE12, actual: SERVE10
1199. predicted: SERVE10, actual: SERVE10
1200. predicted: SERVE10, actual: SERVE10
0.43463780183180684
1201. predicted: SERVE12, actual: SERVE10
1202. predicted: SERVE10, actual: SERVE10
1203. predicted: SERVE10, actual: SERVE10
1204. predicted: SERVE10, actual: SERVE10
1205. predicted: SERVE10, actual: SERVE10
1206. predicted: SERVE12, actual: SERVE10
1207. predicted: SERVE12, actual: SERVE10
1208. predicted: SERVE10, actual: SERVE10
1209. predicted: SERVE12, actual: SERVE10
1210. predicted: SERVE12, actual: SERVE10
1211. predicted: SERVE10, actual: SERVE10
1212. predicted: SERVE10, actual: SERVE10
1213. predicted: SERVE12, actual: SERVE10
1214. predicted: SERVE12, actual: SERVE10
1215. predicted: SERVE12, actual: SERVE10
1216. predicted: SERVE12, actual: SERVE10
1217. predicted: SERVE12, actual: SERVE10
1218. predicted: SERVE12, actual: SERVE10
1219. predicted: SERVE12, actual: SERVE10
1220. predicted: SERVE12, actual: SERVE10
1221. predicted: SERVE12, actual: SERVE10
1222. predicted: SERVE12, actual: SERVE10
1223. predicted: SERVE10, actual: SERVE10
1224. predicted: SERVE10, actual: SERVE10
1225. predicted: SERVE12, actual: SERVE10
1226. predicted: SERVE12, actual: SERVE10
1227. predicted: SERVE12, actual: SERVE10
1228. predicted: SERVE10, actual: SERVE10
1229. predicted: SERVE12, actual: SERVE10
1230. predicted: SERVE12, actual: SERVE10
1231. predicted: SERVE12, actual: SERVE10
1232. predicted: SERVE12, actual: SERVE10
1233. predicted: SERVE12, actual: SERVE10
1234. predicted: SERVE10, actual: SERVE10
1235. predicted: SERVE12, actual: SERVE10
1236. predicted: SERVE12, actual: SERVE10
1237. predicted: SERVE12, actual: SERVE10
1238. predicted: SERVE12, actual: SERVE10
1239. predicted: SERVE10, actual: SERVE10
1240. predicted: SERVE12, actual: SERVE10
1241. predicted: SERVE12, actual: SERVE10
1242. predicted: SERVE12, actual: SERVE10
1243. predicted: SERVE12, actual: SERVE10
1244. predicted: SERVE12, actual: SERVE10
1245. predicted: SERVE12, actual: SERVE10
1246. predicted: SERVE12, actual: SERVE10
1247. predicted: SERVE10, actual: SERVE10
1248. predicted: SERVE10, actual: SERVE10
1249. predicted: SERVE10, actual: SERVE10
1250. predicted: SERVE12, actual: SERVE10
1251. predicted: SERVE12, actual: SERVE10
1252. predicted: SERVE10, actual: SERVE10
1253. predicted: SERVE10, actual: SERVE10
1254. predicted: SERVE12, actual: SERVE10
1255. predicted: SERVE12, actual: SERVE10
1256. predicted: SERVE12, actual: SERVE10
1257. predicted: SERVE10, actual: SERVE10
1258. predicted: SERVE12, actual: SERVE10
1259. predicted: SERVE10, actual: SERVE10
1260. predicted: SERVE12, actual: SERVE10
1261. predicted: SERVE10, actual: SERVE10
1262. predicted: SERVE10, actual: SERVE10
1263. predicted: SERVE12, actual: SERVE10
1264. predicted: SERVE12, actual: SERVE10
1265. predicted: SERVE10, actual: SERVE10
1266. predicted: SERVE12, actual: SERVE10
1267. predicted: SERVE12, actual: SERVE10
1268. predicted: SERVE12, actual: SERVE10
1269. predicted: SERVE10, actual: SERVE10
1270. predicted: SERVE12, actual: SERVE10
1271. predicted: SERVE10, actual: SERVE10
1272. predicted: SERVE12, actual: SERVE10
1273. predicted: SERVE10, actual: SERVE10
1274. predicted: SERVE10, actual: SERVE10
1275. predicted: SERVE10, actual: SERVE10
1276. predicted: SERVE12, actual: SERVE10
1277. predicted: SERVE12, actual: SERVE10
1278. predicted: SERVE10, actual: SERVE10
1279. predicted: SERVE10, actual: SERVE10
1280. predicted: SERVE12, actual: SERVE10
1281. predicted: SERVE12, actual: SERVE10
1282. predicted: SERVE12, actual: SERVE10
1283. predicted: SERVE10, actual: SERVE10
1284. predicted: SERVE10, actual: SERVE10
1285. predicted: SERVE10, actual: SERVE10
1286. predicted: SERVE12, actual: SERVE10
1287. predicted: SERVE10, actual: SERVE10
1288. predicted: SERVE12, actual: SERVE10
1289. predicted: SERVE12, actual: SERVE10
1290. predicted: SERVE10, actual: SERVE10
1291. predicted: SERVE12, actual: SERVE10
1292. predicted: SERVE10, actual: SERVE10
1293. predicted: SERVE12, actual: SERVE10
1294. predicted: SERVE10, actual: SERVE10
1295. predicted: SERVE12, actual: SERVE10
1296. predicted: SERVE12, actual: SERVE10
1297. predicted: SERVE12, actual: SERVE10
1298. predicted: SERVE10, actual: SERVE10
1299. predicted: SERVE10, actual: SERVE10
1300. predicted: SERVE10, actual: SERVE10
0.431206764027671
1301. predicted: SERVE10, actual: SERVE10
1302. predicted: SERVE10, actual: SERVE10
1303. predicted: SERVE10, actual: SERVE10
1304. predicted: SERVE10, actual: SERVE10
1305. predicted: SERVE10, actual: SERVE10
1306. predicted: SERVE12, actual: SERVE10
1307. predicted: SERVE10, actual: SERVE10
1308. predicted: SERVE12, actual: SERVE10
1309. predicted: SERVE12, actual: SERVE10
1310. predicted: SERVE10, actual: SERVE10
1311. predicted: SERVE12, actual: SERVE10
1312. predicted: SERVE10, actual: SERVE10
1313. predicted: SERVE12, actual: SERVE10
1314. predicted: SERVE12, actual: SERVE10
1315. predicted: SERVE10, actual: SERVE10
1316. predicted: SERVE10, actual: SERVE10
1317. predicted: SERVE10, actual: SERVE10
1318. predicted: SERVE10, actual: SERVE10
1319. predicted: SERVE10, actual: SERVE10
1320. predicted: SERVE10, actual: SERVE10
1321. predicted: SERVE10, actual: SERVE10
1322. predicted: SERVE10, actual: SERVE10
1323. predicted: SERVE10, actual: SERVE10
1324. predicted: SERVE10, actual: SERVE10
1325. predicted: SERVE10, actual: SERVE10
1326. predicted: SERVE12, actual: SERVE10
1327. predicted: SERVE10, actual: SERVE10
1328. predicted: SERVE12, actual: SERVE10
1329. predicted: SERVE12, actual: SERVE10
1330. predicted: SERVE12, actual: SERVE10
1331. predicted: SERVE10, actual: SERVE10
1332. predicted: SERVE10, actual: SERVE10
1333. predicted: SERVE10, actual: SERVE10
1334. predicted: SERVE10, actual: SERVE10
1335. predicted: SERVE12, actual: SERVE10
1336. predicted: SERVE10, actual: SERVE10
1337. predicted: SERVE10, actual: SERVE10
1338. predicted: SERVE12, actual: SERVE10
1339. predicted: SERVE10, actual: SERVE10
1340. predicted: SERVE12, actual: SERVE10
1341. predicted: SERVE12, actual: SERVE10
1342. predicted: SERVE10, actual: SERVE10
1343. predicted: SERVE10, actual: SERVE10
1344. predicted: SERVE12, actual: SERVE10
1345. predicted: SERVE12, actual: SERVE10
1346. predicted: SERVE12, actual: SERVE10
1347. predicted: SERVE12, actual: SERVE10
1348. predicted: SERVE12, actual: SERVE10
1349. predicted: SERVE12, actual: SERVE10
1350. predicted: SERVE12, actual: SERVE10
1351. predicted: SERVE12, actual: SERVE10
1352. predicted: SERVE12, actual: SERVE10
1353. predicted: SERVE12, actual: SERVE10
1354. predicted: SERVE10, actual: SERVE10
1355. predicted: SERVE10, actual: SERVE10
1356. predicted: SERVE12, actual: SERVE10
1357. predicted: SERVE10, actual: SERVE10
1358. predicted: SERVE12, actual: SERVE10
1359. predicted: SERVE12, actual: SERVE10
1360. predicted: SERVE12, actual: SERVE10
1361. predicted: SERVE12, actual: SERVE10
1362. predicted: SERVE10, actual: SERVE10
1363. predicted: SERVE12, actual: SERVE10
1364. predicted: SERVE12, actual: SERVE10
1365. predicted: SERVE12, actual: SERVE10
1366. predicted: SERVE12, actual: SERVE10
1367. predicted: SERVE12, actual: SERVE10
1368. predicted: SERVE10, actual: SERVE10
1369. predicted: SERVE10, actual: SERVE10
1370. predicted: SERVE10, actual: SERVE10
1371. predicted: SERVE10, actual: SERVE10
1372. predicted: SERVE12, actual: SERVE10
1373. predicted: SERVE12, actual: SERVE10
1374. predicted: SERVE12, actual: SERVE10
1375. predicted: SERVE10, actual: SERVE10
1376. predicted: SERVE12, actual: SERVE10
1377. predicted: SERVE10, actual: SERVE10
1378. predicted: SERVE12, actual: SERVE10
1379. predicted: SERVE12, actual: SERVE10
1380. predicted: SERVE12, actual: SERVE10
1381. predicted: SERVE12, actual: SERVE10
1382. predicted: SERVE12, actual: SERVE10
1383. predicted: SERVE12, actual: SERVE10
1384. predicted: SERVE12, actual: SERVE10
1385. predicted: SERVE12, actual: SERVE10
1386. predicted: SERVE10, actual: SERVE10
1387. predicted: SERVE10, actual: SERVE10
1388. predicted: SERVE12, actual: SERVE10
1389. predicted: SERVE12, actual: SERVE10
1390. predicted: SERVE10, actual: SERVE10
1391. predicted: SERVE10, actual: SERVE10
1392. predicted: SERVE10, actual: SERVE10
1393. predicted: SERVE12, actual: SERVE10
1394. predicted: SERVE12, actual: SERVE10
1395. predicted: SERVE10, actual: SERVE10
1396. predicted: SERVE10, actual: SERVE10
1397. predicted: SERVE12, actual: SERVE10
1398. predicted: SERVE12, actual: SERVE10
1399. predicted: SERVE10, actual: SERVE10
1400. predicted: SERVE12, actual: SERVE10
0.43397573162027125
1401. predicted: SERVE12, actual: SERVE10
1402. predicted: SERVE10, actual: SERVE10
1403. predicted: SERVE10, actual: SERVE10
1404. predicted: SERVE12, actual: SERVE10
1405. predicted: SERVE12, actual: SERVE10
1406. predicted: SERVE12, actual: SERVE10
1407. predicted: SERVE12, actual: SERVE10
1408. predicted: SERVE12, actual: SERVE10
1409. predicted: SERVE10, actual: SERVE10
1410. predicted: SERVE12, actual: SERVE10
1411. predicted: SERVE12, actual: SERVE10
1412. predicted: SERVE10, actual: SERVE10
1413. predicted: SERVE10, actual: SERVE10
1414. predicted: SERVE12, actual: SERVE10
1415. predicted: SERVE12, actual: SERVE10
1416. predicted: SERVE10, actual: SERVE10
1417. predicted: SERVE12, actual: SERVE10
1418. predicted: SERVE10, actual: SERVE10
1419. predicted: SERVE12, actual: SERVE10
1420. predicted: SERVE10, actual: SERVE10
1421. predicted: SERVE12, actual: SERVE10
1422. predicted: SERVE10, actual: SERVE10
1423. predicted: SERVE10, actual: SERVE10
1424. predicted: SERVE10, actual: SERVE10
1425. predicted: SERVE12, actual: SERVE10
1426. predicted: SERVE12, actual: SERVE10
1427. predicted: SERVE12, actual: SERVE10
1428. predicted: SERVE12, actual: SERVE10
1429. predicted: SERVE10, actual: SERVE10
1430. predicted: SERVE12, actual: SERVE10
1431. predicted: SERVE12, actual: SERVE10
1432. predicted: SERVE10, actual: SERVE10
1433. predicted: SERVE10, actual: SERVE10
1434. predicted: SERVE12, actual: SERVE10
1435. predicted: SERVE12, actual: SERVE10
1436. predicted: SERVE12, actual: SERVE10
1437. predicted: SERVE10, actual: SERVE10
1438. predicted: SERVE12, actual: SERVE10
1439. predicted: SERVE12, actual: SERVE10
1440. predicted: SERVE10, actual: SERVE10
1441. predicted: SERVE12, actual: SERVE10
1442. predicted: SERVE12, actual: SERVE10
1443. predicted: SERVE10, actual: SERVE10
1444. predicted: SERVE10, actual: SERVE10
1445. predicted: SERVE10, actual: SERVE10
1446. predicted: SERVE12, actual: SERVE10
1447. predicted: SERVE12, actual: SERVE10
1448. predicted: SERVE10, actual: SERVE10
1449. predicted: SERVE12, actual: SERVE10
1450. predicted: SERVE10, actual: SERVE10
1451. predicted: SERVE12, actual: SERVE10
1452. predicted: SERVE10, actual: SERVE10
1453. predicted: SERVE10, actual: SERVE10
1454. predicted: SERVE12, actual: SERVE10
1455. predicted: SERVE10, actual: SERVE10
1456. predicted: SERVE10, actual: SERVE10
1457. predicted: SERVE12, actual: SERVE10
1458. predicted: SERVE12, actual: SERVE10
1459. predicted: SERVE10, actual: SERVE10
1460. predicted: SERVE10, actual: SERVE10
1461. predicted: SERVE12, actual: SERVE10
1462. predicted: SERVE12, actual: SERVE10
1463. predicted: SERVE10, actual: SERVE10
1464. predicted: SERVE12, actual: SERVE10
1465. predicted: SERVE10, actual: SERVE10
1466. predicted: SERVE10, actual: SERVE10
1467. predicted: SERVE10, actual: SERVE10
1468. predicted: SERVE12, actual: SERVE10
1469. predicted: SERVE12, actual: SERVE10
1470. predicted: SERVE12, actual: SERVE10
1471. predicted: SERVE10, actual: SERVE10
1472. predicted: SERVE10, actual: SERVE10
1473. predicted: SERVE10, actual: SERVE10
1474. predicted: SERVE10, actual: SERVE10
1475. predicted: SERVE10, actual: SERVE10
1476. predicted: SERVE10, actual: SERVE10
1477. predicted: SERVE12, actual: SERVE10
1478. predicted: SERVE12, actual: SERVE10
1479. predicted: SERVE12, actual: SERVE10
1480. predicted: SERVE10, actual: SERVE10
1481. predicted: SERVE10, actual: SERVE10
1482. predicted: SERVE10, actual: SERVE10
1483. predicted: SERVE10, actual: SERVE10
1484. predicted: SERVE12, actual: SERVE10
1485. predicted: SERVE10, actual: SERVE10
1486. predicted: SERVE12, actual: SERVE10
1487. predicted: SERVE10, actual: SERVE10
1488. predicted: SERVE10, actual: SERVE10
1489. predicted: SERVE12, actual: SERVE10
1490. predicted: SERVE12, actual: SERVE10
1491. predicted: SERVE10, actual: SERVE10
1492. predicted: SERVE12, actual: SERVE10
1493. predicted: SERVE12, actual: SERVE10
1494. predicted: SERVE12, actual: SERVE10
1495. predicted: SERVE10, actual: SERVE10
1496. predicted: SERVE12, actual: SERVE10
1497. predicted: SERVE12, actual: SERVE10
1498. predicted: SERVE12, actual: SERVE10
1499. predicted: SERVE12, actual: SERVE10
1500. predicted: SERVE10, actual: SERVE10
0.4363757495003331
1501. predicted: SERVE12, actual: SERVE10
1502. predicted: SERVE12, actual: SERVE10
1503. predicted: SERVE10, actual: SERVE10
1504. predicted: SERVE12, actual: SERVE10
1505. predicted: SERVE10, actual: SERVE10
1506. predicted: SERVE12, actual: SERVE10
1507. predicted: SERVE12, actual: SERVE10
1508. predicted: SERVE12, actual: SERVE10
1509. predicted: SERVE12, actual: SERVE10
1510. predicted: SERVE10, actual: SERVE10
1511. predicted: SERVE10, actual: SERVE10
1512. predicted: SERVE12, actual: SERVE10
1513. predicted: SERVE12, actual: SERVE10
1514. predicted: SERVE10, actual: SERVE10
1515. predicted: SERVE12, actual: SERVE10
1516. predicted: SERVE12, actual: SERVE10
1517. predicted: SERVE12, actual: SERVE10
1518. predicted: SERVE12, actual: SERVE10
1519. predicted: SERVE10, actual: SERVE10
1520. predicted: SERVE12, actual: SERVE10
1521. predicted: SERVE10, actual: SERVE10
1522. predicted: SERVE10, actual: SERVE10
1523. predicted: SERVE12, actual: SERVE10
1524. predicted: SERVE10, actual: SERVE10
1525. predicted: SERVE10, actual: SERVE10
1526. predicted: SERVE12, actual: SERVE10
1527. predicted: SERVE12, actual: SERVE10
1528. predicted: SERVE10, actual: SERVE10
1529. predicted: SERVE12, actual: SERVE10
1530. predicted: SERVE10, actual: SERVE10
1531. predicted: SERVE12, actual: SERVE10
1532. predicted: SERVE10, actual: SERVE10
1533. predicted: SERVE12, actual: SERVE10
1534. predicted: SERVE12, actual: SERVE10
1535. predicted: SERVE10, actual: SERVE10
1536. predicted: SERVE10, actual: SERVE10
1537. predicted: SERVE12, actual: SERVE10
1538. predicted: SERVE12, actual: SERVE10
1539. predicted: SERVE10, actual: SERVE10
1540. predicted: SERVE12, actual: SERVE10
1541. predicted: SERVE10, actual: SERVE10
1542. predicted: SERVE10, actual: SERVE10
1543. predicted: SERVE10, actual: SERVE10
1544. predicted: SERVE10, actual: SERVE10
1545. predicted: SERVE10, actual: SERVE10
1546. predicted: SERVE12, actual: SERVE10
1547. predicted: SERVE12, actual: SERVE10
1548. predicted: SERVE12, actual: SERVE10
1549. predicted: SERVE10, actual: SERVE10
1550. predicted: SERVE12, actual: SERVE10
1551. predicted: SERVE12, actual: SERVE10
1552. predicted: SERVE10, actual: SERVE10
1553. predicted: SERVE10, actual: SERVE10
1554. predicted: SERVE12, actual: SERVE10
1555. predicted: SERVE12, actual: SERVE10
1556. predicted: SERVE10, actual: SERVE10
1557. predicted: SERVE12, actual: SERVE10
1558. predicted: SERVE12, actual: SERVE10
1559. predicted: SERVE12, actual: SERVE10
1560. predicted: SERVE10, actual: SERVE10
1561. predicted: SERVE10, actual: SERVE10
1562. predicted: SERVE12, actual: SERVE10
1563. predicted: SERVE10, actual: SERVE10
1564. predicted: SERVE10, actual: SERVE10
1565. predicted: SERVE12, actual: SERVE10
1566. predicted: SERVE12, actual: SERVE10
1567. predicted: SERVE10, actual: SERVE10
1568. predicted: SERVE10, actual: SERVE10
1569. predicted: SERVE12, actual: SERVE10
1570. predicted: SERVE12, actual: SERVE10
1571. predicted: SERVE12, actual: SERVE10
1572. predicted: SERVE12, actual: SERVE10
1573. predicted: SERVE10, actual: SERVE10
1574. predicted: SERVE12, actual: SERVE10
1575. predicted: SERVE10, actual: SERVE10
1576. predicted: SERVE10, actual: SERVE10
1577. predicted: SERVE12, actual: SERVE10
1578. predicted: SERVE10, actual: SERVE10
1579. predicted: SERVE10, actual: SERVE10
1580. predicted: SERVE12, actual: SERVE10
1581. predicted: SERVE12, actual: SERVE10
1582. predicted: SERVE10, actual: SERVE10
1583. predicted: SERVE10, actual: SERVE10
1584. predicted: SERVE12, actual: SERVE10
1585. predicted: SERVE12, actual: SERVE10
1586. predicted: SERVE12, actual: SERVE10
1587. predicted: SERVE12, actual: SERVE10
1588. predicted: SERVE10, actual: SERVE10
1589. predicted: SERVE10, actual: SERVE10
1590. predicted: SERVE10, actual: SERVE10
1591. predicted: SERVE10, actual: SERVE10
1592. predicted: SERVE12, actual: SERVE10
1593. predicted: SERVE12, actual: SERVE10
1594. predicted: SERVE10, actual: SERVE10
1595. predicted: SERVE10, actual: SERVE10
1596. predicted: SERVE12, actual: SERVE10
1597. predicted: SERVE10, actual: SERVE10
1598. predicted: SERVE10, actual: SERVE10
1599. predicted: SERVE10, actual: SERVE10
1600. predicted: SERVE10, actual: SERVE10
0.4391005621486571
1601. predicted: SERVE10, actual: SERVE10
1602. predicted: SERVE12, actual: SERVE10
1603. predicted: SERVE12, actual: SERVE10
1604. predicted: SERVE12, actual: SERVE10
1605. predicted: SERVE12, actual: SERVE10
1606. predicted: SERVE12, actual: SERVE10
1607. predicted: SERVE12, actual: SERVE10
1608. predicted: SERVE12, actual: SERVE10
1609. predicted: SERVE10, actual: SERVE10
1610. predicted: SERVE10, actual: SERVE10
1611. predicted: SERVE12, actual: SERVE10
1612. predicted: SERVE10, actual: SERVE10
1613. predicted: SERVE12, actual: SERVE10
1614. predicted: SERVE12, actual: SERVE10
1615. predicted: SERVE10, actual: SERVE10
1616. predicted: SERVE12, actual: SERVE10
1617. predicted: SERVE10, actual: SERVE10
1618. predicted: SERVE12, actual: SERVE10
1619. predicted: SERVE10, actual: SERVE10
1620. predicted: SERVE12, actual: SERVE10
1621. predicted: SERVE12, actual: SERVE10
1622. predicted: SERVE10, actual: SERVE10
1623. predicted: SERVE12, actual: SERVE10
1624. predicted: SERVE12, actual: SERVE10
1625. predicted: SERVE10, actual: SERVE10
1626. predicted: SERVE12, actual: SERVE10
1627. predicted: SERVE12, actual: SERVE10
1628. predicted: SERVE10, actual: SERVE10
1629. predicted: SERVE10, actual: SERVE10
1630. predicted: SERVE10, actual: SERVE10
1631. predicted: SERVE10, actual: SERVE10
1632. predicted: SERVE10, actual: SERVE10
1633. predicted: SERVE10, actual: SERVE10
1634. predicted: SERVE10, actual: SERVE10
1635. predicted: SERVE10, actual: SERVE10
1636. predicted: SERVE12, actual: SERVE10
1637. predicted: SERVE10, actual: SERVE10
1638. predicted: SERVE12, actual: SERVE10
1639. predicted: SERVE12, actual: SERVE10
1640. predicted: SERVE12, actual: SERVE10
1641. predicted: SERVE10, actual: SERVE10
1642. predicted: SERVE12, actual: SERVE10
1643. predicted: SERVE12, actual: SERVE10
1644. predicted: SERVE10, actual: SERVE10
1645. predicted: SERVE12, actual: SERVE10
1646. predicted: SERVE10, actual: SERVE10
1647. predicted: SERVE10, actual: SERVE10
1648. predicted: SERVE12, actual: SERVE10
1649. predicted: SERVE12, actual: SERVE10
1650. predicted: SERVE12, actual: SERVE10
1651. predicted: SERVE10, actual: SERVE10
1652. predicted: SERVE10, actual: SERVE10
1653. predicted: SERVE12, actual: SERVE10
1654. predicted: SERVE12, actual: SERVE10
1655. predicted: SERVE12, actual: SERVE10
1656. predicted: SERVE12, actual: SERVE10
1657. predicted: SERVE10, actual: SERVE10
1658. predicted: SERVE10, actual: SERVE10
1659. predicted: SERVE12, actual: SERVE10
1660. predicted: SERVE12, actual: SERVE10
1661. predicted: SERVE12, actual: SERVE10
1662. predicted: SERVE10, actual: SERVE10
1663. predicted: SERVE12, actual: SERVE10
1664. predicted: SERVE12, actual: SERVE10
1665. predicted: SERVE10, actual: SERVE10
1666. predicted: SERVE10, actual: SERVE10
1667. predicted: SERVE12, actual: SERVE10
1668. predicted: SERVE10, actual: SERVE10
1669. predicted: SERVE12, actual: SERVE10
1670. predicted: SERVE10, actual: SERVE10
1671. predicted: SERVE10, actual: SERVE10
1672. predicted: SERVE10, actual: SERVE10
1673. predicted: SERVE10, actual: SERVE10
1674. predicted: SERVE12, actual: SERVE10
1675. predicted: SERVE10, actual: SERVE10
1676. predicted: SERVE12, actual: SERVE10
1677. predicted: SERVE12, actual: SERVE10
1678. predicted: SERVE12, actual: SERVE10
1679. predicted: SERVE10, actual: SERVE10
1680. predicted: SERVE12, actual: SERVE10
1681. predicted: SERVE12, actual: SERVE10
1682. predicted: SERVE12, actual: SERVE10
1683. predicted: SERVE12, actual: SERVE10
1684. predicted: SERVE10, actual: SERVE10
1685. predicted: SERVE12, actual: SERVE10
1686. predicted: SERVE12, actual: SERVE10
1687. predicted: SERVE10, actual: SERVE10
1688. predicted: SERVE10, actual: SERVE10
1689. predicted: SERVE12, actual: SERVE10
1690. predicted: SERVE12, actual: SERVE10
1691. predicted: SERVE12, actual: SERVE10
1692. predicted: SERVE12, actual: SERVE10
1693. predicted: SERVE10, actual: SERVE10
1694. predicted: SERVE10, actual: SERVE10
1695. predicted: SERVE12, actual: SERVE10
1696. predicted: SERVE12, actual: SERVE10
1697. predicted: SERVE10, actual: SERVE10
1698. predicted: SERVE12, actual: SERVE10
1699. predicted: SERVE10, actual: SERVE10
1700. predicted: SERVE12, actual: SERVE10
0.4385655496766608
1701. predicted: SERVE10, actual: SERVE10
1702. predicted: SERVE10, actual: SERVE10
1703. predicted: SERVE10, actual: SERVE10
1704. predicted: SERVE10, actual: SERVE10
1705. predicted: SERVE12, actual: SERVE10
1706. predicted: SERVE12, actual: SERVE10
1707. predicted: SERVE10, actual: SERVE10
1708. predicted: SERVE12, actual: SERVE10
1709. predicted: SERVE10, actual: SERVE10
1710. predicted: SERVE12, actual: SERVE10
1711. predicted: SERVE12, actual: SERVE10
1712. predicted: SERVE12, actual: SERVE10
1713. predicted: SERVE12, actual: SERVE10
1714. predicted: SERVE10, actual: SERVE10
1715. predicted: SERVE12, actual: SERVE10
1716. predicted: SERVE10, actual: SERVE10
1717. predicted: SERVE12, actual: SERVE10
1718. predicted: SERVE10, actual: SERVE10
1719. predicted: SERVE10, actual: SERVE10
1720. predicted: SERVE12, actual: SERVE10
1721. predicted: SERVE12, actual: SERVE10
1722. predicted: SERVE12, actual: SERVE10
1723. predicted: SERVE12, actual: SERVE10
1724. predicted: SERVE12, actual: SERVE10
1725. predicted: SERVE10, actual: SERVE10
1726. predicted: SERVE10, actual: SERVE10
