0. predicted: HARD1, actual: HARD1
732. predicted: HARD1, actual: HARD1
733. predicted: HARD1, actual: HARD1
734. predicted: HARD1, actual: HARD1
735. predicted: HARD1, actual: HARD1
736. predicted: HARD1, actual: HARD1
737. predicted: HARD1, actual: HARD1
738. predicted: HARD1, actual: HARD1
739. predicted: HARD1, actual: HARD1
740. predicted: HARD1, actual: HARD1
741. predicted: HARD1, actual: HARD1
742. predicted: HARD1, actual: HARD1
743. predicted: HARD1, actual: HARD1
744. predicted: HARD1, actual: HARD1
745. predicted: HARD1, actual: HARD1
746. predicted: HARD1, actual: HARD1
747. predicted: HARD1, actual: HARD1
748. predicted: HARD1, actual: HARD1
749. predicted: HARD1, actual: HARD1
750. predicted: HARD1, actual: HARD1
751. predicted: HARD1, actual: HARD1
752. predicted: HARD1, actual: HARD1
753. predicted: HARD1, actual: HARD1
754. predicted: HARD1, actual: HARD1
755. predicted: HARD1, actual: HARD1
756. predicted: HARD1, actual: HARD1
757. predicted: HARD1, actual: HARD1
758. predicted: HARD1, actual: HARD1
759. predicted: HARD1, actual: HARD1
760. predicted: HARD1, actual: HARD1
761. predicted: HARD1, actual: HARD1
762. predicted: HARD1, actual: HARD1
763. predicted: HARD1, actual: HARD1
764. predicted: HARD1, actual: HARD1
765. predicted: HARD1, actual: HARD1
766. predicted: HARD1, actual: HARD1
767. predicted: HARD1, actual: HARD1
768. predicted: HARD1, actual: HARD1
769. predicted: HARD1, actual: HARD1
770. predicted: HARD1, actual: HARD1
771. predicted: HARD1, actual: HARD1
772. predicted: HARD1, actual: HARD1
773. predicted: HARD1, actual: HARD1
774. predicted: HARD1, actual: HARD1
775. predicted: HARD1, actual: HARD1
776. predicted: HARD1, actual: HARD1
777. predicted: HARD1, actual: HARD1
778. predicted: HARD1, actual: HARD1
779. predicted: HARD1, actual: HARD1
780. predicted: HARD1, actual: HARD1
781. predicted: HARD1, actual: HARD1
782. predicted: HARD1, actual: HARD1
783. predicted: HARD1, actual: HARD1
784. predicted: HARD1, actual: HARD1
785. predicted: HARD1, actual: HARD1
786. predicted: HARD1, actual: HARD1
787. predicted: HARD1, actual: HARD1
788. predicted: HARD1, actual: HARD1
789. predicted: HARD1, actual: HARD1
790. predicted: HARD1, actual: HARD1
791. predicted: HARD1, actual: HARD1
792. predicted: HARD1, actual: HARD1
793. predicted: HARD1, actual: HARD1
794. predicted: HARD1, actual: HARD1
795. predicted: HARD1, actual: HARD1
796. predicted: HARD1, actual: HARD1
797. predicted: HARD1, actual: HARD1
798. predicted: HARD1, actual: HARD1
799. predicted: HARD1, actual: HARD1
800. predicted: HARD1, actual: HARD1
0.9812734082397003
801. predicted: HARD1, actual: HARD1
802. predicted: HARD1, actual: HARD1
803. predicted: HARD1, actual: HARD1
804. predicted: HARD1, actual: HARD1
805. predicted: HARD1, actual: HARD1
806. predicted: HARD1, actual: HARD1
807. predicted: HARD1, actual: HARD1
808. predicted: HARD1, actual: HARD1
809. predicted: HARD1, actual: HARD1
810. predicted: HARD1, actual: HARD1
811. predicted: HARD1, actual: HARD1
812. predicted: HARD1, actual: HARD1
813. predicted: HARD1, actual: HARD1
814. predicted: HARD1, actual: HARD1
815. predicted: HARD1, actual: HARD1
816. predicted: HARD1, actual: HARD1
817. predicted: HARD1, actual: HARD1
818. predicted: HARD1, actual: HARD1
819. predicted: HARD1, actual: HARD1
820. predicted: HARD1, actual: HARD1
821. predicted: HARD1, actual: HARD1
822. predicted: HARD1, actual: HARD1
823. predicted: HARD1, actual: HARD1
824. predicted: HARD1, actual: HARD1
825. predicted: HARD1, actual: HARD1
826. predicted: HARD1, actual: HARD1
827. predicted: HARD1, actual: HARD1
828. predicted: HARD1, actual: HARD1
829. predicted: HARD1, actual: HARD1
830. predicted: HARD1, actual: HARD1
831. predicted: HARD1, actual: HARD1
832. predicted: HARD1, actual: HARD1
833. predicted: HARD1, actual: HARD1
834. predicted: HARD1, actual: HARD1
835. predicted: HARD1, actual: HARD1
836. predicted: HARD1, actual: HARD1
837. predicted: HARD1, actual: HARD1
838. predicted: HARD1, actual: HARD1
839. predicted: HARD1, actual: HARD1
840. predicted: HARD1, actual: HARD1
841. predicted: HARD1, actual: HARD1
842. predicted: HARD1, actual: HARD1
843. predicted: HARD1, actual: HARD1
844. predicted: HARD1, actual: HARD1
845. predicted: HARD1, actual: HARD1
846. predicted: HARD1, actual: HARD1
847. predicted: HARD1, actual: HARD1
848. predicted: HARD1, actual: HARD1
849. predicted: HARD3, actual: HARD1
850. predicted: HARD1, actual: HARD1
851. predicted: HARD1, actual: HARD1
852. predicted: HARD1, actual: HARD1
853. predicted: HARD1, actual: HARD1
854. predicted: HARD1, actual: HARD1
855. predicted: HARD1, actual: HARD1
856. predicted: HARD1, actual: HARD1
857. predicted: HARD1, actual: HARD1
858. predicted: HARD1, actual: HARD1
859. predicted: HARD1, actual: HARD1
860. predicted: HARD1, actual: HARD1
861. predicted: HARD1, actual: HARD1
862. predicted: HARD1, actual: HARD1
863. predicted: HARD1, actual: HARD1
864. predicted: HARD1, actual: HARD1
865. predicted: HARD1, actual: HARD1
866. predicted: HARD1, actual: HARD1
867. predicted: HARD1, actual: HARD1
868. predicted: HARD1, actual: HARD1
869. predicted: HARD1, actual: HARD1
870. predicted: HARD1, actual: HARD1
871. predicted: HARD1, actual: HARD1
872. predicted: HARD1, actual: HARD1
873. predicted: HARD1, actual: HARD1
874. predicted: HARD1, actual: HARD1
875. predicted: HARD1, actual: HARD1
876. predicted: HARD1, actual: HARD1
877. predicted: HARD1, actual: HARD1
878. predicted: HARD1, actual: HARD1
879. predicted: HARD1, actual: HARD1
880. predicted: HARD1, actual: HARD1
881. predicted: HARD1, actual: HARD1
882. predicted: HARD1, actual: HARD1
883. predicted: HARD1, actual: HARD1
884. predicted: HARD1, actual: HARD1
885. predicted: HARD1, actual: HARD1
886. predicted: HARD1, actual: HARD1
887. predicted: HARD1, actual: HARD1
888. predicted: HARD1, actual: HARD1
889. predicted: HARD1, actual: HARD1
890. predicted: HARD1, actual: HARD1
891. predicted: HARD1, actual: HARD1
892. predicted: HARD1, actual: HARD1
893. predicted: HARD1, actual: HARD1
894. predicted: HARD1, actual: HARD1
895. predicted: HARD1, actual: HARD1
896. predicted: HARD1, actual: HARD1
897. predicted: HARD1, actual: HARD1
898. predicted: HARD1, actual: HARD1
899. predicted: HARD1, actual: HARD1
900. predicted: HARD1, actual: HARD1
0.9822419533851277
901. predicted: HARD1, actual: HARD1
902. predicted: HARD1, actual: HARD1
903. predicted: HARD1, actual: HARD1
904. predicted: HARD1, actual: HARD1
905. predicted: HARD1, actual: HARD1
906. predicted: HARD1, actual: HARD1
907. predicted: HARD1, actual: HARD1
908. predicted: HARD1, actual: HARD1
909. predicted: HARD1, actual: HARD1
910. predicted: HARD1, actual: HARD1
911. predicted: HARD1, actual: HARD1
912. predicted: HARD1, actual: HARD1
913. predicted: HARD1, actual: HARD1
914. predicted: HARD1, actual: HARD1
915. predicted: HARD1, actual: HARD1
916. predicted: HARD1, actual: HARD1
917. predicted: HARD1, actual: HARD1
918. predicted: HARD1, actual: HARD1
919. predicted: HARD1, actual: HARD1
920. predicted: HARD1, actual: HARD1
921. predicted: HARD1, actual: HARD1
922. predicted: HARD3, actual: HARD1
923. predicted: HARD1, actual: HARD1
924. predicted: HARD1, actual: HARD1
925. predicted: HARD1, actual: HARD1
926. predicted: HARD1, actual: HARD1
927. predicted: HARD1, actual: HARD1
928. predicted: HARD1, actual: HARD1
929. predicted: HARD1, actual: HARD1
930. predicted: HARD1, actual: HARD1
931. predicted: HARD1, actual: HARD1
932. predicted: HARD1, actual: HARD1
933. predicted: HARD1, actual: HARD1
934. predicted: HARD1, actual: HARD1
935. predicted: HARD1, actual: HARD1
936. predicted: HARD1, actual: HARD1
937. predicted: HARD1, actual: HARD1
938. predicted: HARD1, actual: HARD1
939. predicted: HARD1, actual: HARD1
940. predicted: HARD1, actual: HARD1
941. predicted: HARD1, actual: HARD1
942. predicted: HARD1, actual: HARD1
943. predicted: HARD1, actual: HARD1
944. predicted: HARD1, actual: HARD1
945. predicted: HARD1, actual: HARD1
946. predicted: HARD1, actual: HARD1
947. predicted: HARD1, actual: HARD1
948. predicted: HARD1, actual: HARD1
949. predicted: HARD1, actual: HARD1
950. predicted: HARD1, actual: HARD1
951. predicted: HARD1, actual: HARD1
952. predicted: HARD1, actual: HARD1
953. predicted: HARD1, actual: HARD1
954. predicted: HARD1, actual: HARD1
955. predicted: HARD1, actual: HARD1
956. predicted: HARD1, actual: HARD1
957. predicted: HARD1, actual: HARD1
958. predicted: HARD1, actual: HARD1
959. predicted: HARD1, actual: HARD1
960. predicted: HARD1, actual: HARD1
961. predicted: HARD1, actual: HARD1
962. predicted: HARD1, actual: HARD1
963. predicted: HARD1, actual: HARD1
964. predicted: HARD1, actual: HARD1
965. predicted: HARD1, actual: HARD1
966. predicted: HARD1, actual: HARD1
967. predicted: HARD1, actual: HARD1
968. predicted: HARD3, actual: HARD1
969. predicted: HARD1, actual: HARD1
970. predicted: HARD1, actual: HARD1
971. predicted: HARD1, actual: HARD1
972. predicted: HARD1, actual: HARD1
973. predicted: HARD1, actual: HARD1
974. predicted: HARD1, actual: HARD1
975. predicted: HARD1, actual: HARD1
976. predicted: HARD1, actual: HARD1
977. predicted: HARD1, actual: HARD1
978. predicted: HARD1, actual: HARD1
979. predicted: HARD1, actual: HARD1
980. predicted: HARD1, actual: HARD1
981. predicted: HARD1, actual: HARD1
982. predicted: HARD1, actual: HARD1
983. predicted: HARD1, actual: HARD1
984. predicted: HARD1, actual: HARD1
985. predicted: HARD1, actual: HARD1
986. predicted: HARD1, actual: HARD1
987. predicted: HARD1, actual: HARD1
988. predicted: HARD1, actual: HARD1
989. predicted: HARD1, actual: HARD1
990. predicted: HARD1, actual: HARD1
991. predicted: HARD1, actual: HARD1
992. predicted: HARD1, actual: HARD1
993. predicted: HARD1, actual: HARD1
994. predicted: HARD1, actual: HARD1
995. predicted: HARD1, actual: HARD1
996. predicted: HARD1, actual: HARD1
997. predicted: HARD1, actual: HARD1
998. predicted: HARD1, actual: HARD1
999. predicted: HARD1, actual: HARD1
1000. predicted: HARD1, actual: HARD1
0.9820179820179821
1001. predicted: HARD1, actual: HARD1
1002. predicted: HARD1, actual: HARD1
1003. predicted: HARD1, actual: HARD1
1004. predicted: HARD1, actual: HARD1
1005. predicted: HARD1, actual: HARD1
1006. predicted: HARD1, actual: HARD1
1007. predicted: HARD1, actual: HARD1
1008. predicted: HARD1, actual: HARD1
1009. predicted: HARD1, actual: HARD1
1010. predicted: HARD1, actual: HARD1
1011. predicted: HARD1, actual: HARD1
1012. predicted: HARD1, actual: HARD1
1013. predicted: HARD1, actual: HARD1
1014. predicted: HARD1, actual: HARD1
1015. predicted: HARD1, actual: HARD1
1016. predicted: HARD1, actual: HARD1
1017. predicted: HARD1, actual: HARD1
1018. predicted: HARD1, actual: HARD1
1019. predicted: HARD1, actual: HARD1
1020. predicted: HARD1, actual: HARD1
1021. predicted: HARD1, actual: HARD1
1022. predicted: HARD1, actual: HARD1
1023. predicted: HARD1, actual: HARD1
1024. predicted: HARD1, actual: HARD1
1025. predicted: HARD1, actual: HARD1
1026. predicted: HARD1, actual: HARD1
1027. predicted: HARD1, actual: HARD1
1028. predicted: HARD1, actual: HARD1
1029. predicted: HARD1, actual: HARD1
1030. predicted: HARD1, actual: HARD1
1031. predicted: HARD1, actual: HARD1
1032. predicted: HARD1, actual: HARD1
1033. predicted: HARD1, actual: HARD1
1034. predicted: HARD1, actual: HARD1
1035. predicted: HARD1, actual: HARD1
1036. predicted: HARD1, actual: HARD1
1037. predicted: HARD1, actual: HARD1
1038. predicted: HARD1, actual: HARD1
1039. predicted: HARD1, actual: HARD1
1040. predicted: HARD1, actual: HARD1
1041. predicted: HARD1, actual: HARD1
1042. predicted: HARD1, actual: HARD1
1043. predicted: HARD1, actual: HARD1
1044. predicted: HARD1, actual: HARD1
1045. predicted: HARD1, actual: HARD1
1046. predicted: HARD1, actual: HARD1
1047. predicted: HARD1, actual: HARD1
1048. predicted: HARD1, actual: HARD1
1049. predicted: HARD1, actual: HARD1
1050. predicted: HARD1, actual: HARD1
1051. predicted: HARD1, actual: HARD1
1052. predicted: HARD1, actual: HARD1
1053. predicted: HARD1, actual: HARD1
1054. predicted: HARD1, actual: HARD1
1055. predicted: HARD1, actual: HARD1
1056. predicted: HARD1, actual: HARD1
1057. predicted: HARD1, actual: HARD1
1058. predicted: HARD1, actual: HARD1
1059. predicted: HARD1, actual: HARD1
1060. predicted: HARD1, actual: HARD1
1061. predicted: HARD1, actual: HARD1
1062. predicted: HARD1, actual: HARD1
1063. predicted: HARD1, actual: HARD1
1064. predicted: HARD1, actual: HARD1
1065. predicted: HARD1, actual: HARD1
1066. predicted: HARD1, actual: HARD1
1067. predicted: HARD1, actual: HARD1
1068. predicted: HARD1, actual: HARD1
1069. predicted: HARD1, actual: HARD1
1070. predicted: HARD1, actual: HARD1
1071. predicted: HARD1, actual: HARD1
1072. predicted: HARD1, actual: HARD1
1073. predicted: HARD1, actual: HARD1
1074. predicted: HARD1, actual: HARD1
1075. predicted: HARD1, actual: HARD1
1076. predicted: HARD1, actual: HARD1
1077. predicted: HARD1, actual: HARD1
1078. predicted: HARD1, actual: HARD1
1079. predicted: HARD1, actual: HARD1
1080. predicted: HARD1, actual: HARD1
1081. predicted: HARD1, actual: HARD1
1082. predicted: HARD1, actual: HARD1
1083. predicted: HARD1, actual: HARD1
1084. predicted: HARD1, actual: HARD1
1085. predicted: HARD1, actual: HARD1
1086. predicted: HARD1, actual: HARD1
1087. predicted: HARD1, actual: HARD1
1088. predicted: HARD1, actual: HARD1
1089. predicted: HARD1, actual: HARD1
1090. predicted: HARD1, actual: HARD1
1091. predicted: HARD1, actual: HARD1
1092. predicted: HARD1, actual: HARD1
1093. predicted: HARD1, actual: HARD1
1094. predicted: HARD1, actual: HARD1
1095. predicted: HARD1, actual: HARD1
1096. predicted: HARD1, actual: HARD1
1097. predicted: HARD1, actual: HARD1
1098. predicted: HARD1, actual: HARD1
1099. predicted: HARD1, actual: HARD1
1100. predicted: HARD1, actual: HARD1
0.9836512261580381
1101. predicted: HARD1, actual: HARD1
1102. predicted: HARD1, actual: HARD1
1103. predicted: HARD1, actual: HARD1
1104. predicted: HARD1, actual: HARD1
1105. predicted: HARD1, actual: HARD1
1106. predicted: HARD1, actual: HARD1
1107. predicted: HARD1, actual: HARD1
1108. predicted: HARD1, actual: HARD1
1109. predicted: HARD1, actual: HARD1
1110. predicted: HARD1, actual: HARD1
1111. predicted: HARD1, actual: HARD1
1112. predicted: HARD1, actual: HARD1
1113. predicted: HARD1, actual: HARD1
1114. predicted: HARD1, actual: HARD1
1115. predicted: HARD1, actual: HARD1
1116. predicted: HARD1, actual: HARD1
1117. predicted: HARD1, actual: HARD1
1118. predicted: HARD1, actual: HARD1
1119. predicted: HARD1, actual: HARD1
1120. predicted: HARD1, actual: HARD1
1121. predicted: HARD1, actual: HARD1
1122. predicted: HARD1, actual: HARD1
1123. predicted: HARD1, actual: HARD1
1124. predicted: HARD1, actual: HARD1
1125. predicted: HARD1, actual: HARD1
1126. predicted: HARD1, actual: HARD1
1127. predicted: HARD1, actual: HARD1
1128. predicted: HARD1, actual: HARD1
1129. predicted: HARD1, actual: HARD1
1130. predicted: HARD1, actual: HARD1
1131. predicted: HARD1, actual: HARD1
1132. predicted: HARD1, actual: HARD1
1133. predicted: HARD1, actual: HARD1
1134. predicted: HARD1, actual: HARD1
1135. predicted: HARD1, actual: HARD1
1136. predicted: HARD1, actual: HARD1
1137. predicted: HARD1, actual: HARD1
1138. predicted: HARD1, actual: HARD1
1139. predicted: HARD1, actual: HARD1
1140. predicted: HARD1, actual: HARD1
1141. predicted: HARD1, actual: HARD1
1142. predicted: HARD1, actual: HARD1
1143. predicted: HARD1, actual: HARD1
1144. predicted: HARD1, actual: HARD1
1145. predicted: HARD1, actual: HARD1
1146. predicted: HARD1, actual: HARD1
1147. predicted: HARD1, actual: HARD1
1148. predicted: HARD1, actual: HARD1
1149. predicted: HARD3, actual: HARD1
1150. predicted: HARD1, actual: HARD1
1151. predicted: HARD1, actual: HARD1
1152. predicted: HARD1, actual: HARD1
1153. predicted: HARD3, actual: HARD1
1154. predicted: HARD1, actual: HARD1
1155. predicted: HARD1, actual: HARD1
1156. predicted: HARD1, actual: HARD1
1157. predicted: HARD1, actual: HARD1
1158. predicted: HARD1, actual: HARD1
1159. predicted: HARD1, actual: HARD1
1160. predicted: HARD1, actual: HARD1
1161. predicted: HARD1, actual: HARD1
1162. predicted: HARD1, actual: HARD1
1163. predicted: HARD1, actual: HARD1
1164. predicted: HARD1, actual: HARD1
1165. predicted: HARD1, actual: HARD1
1166. predicted: HARD1, actual: HARD1
1167. predicted: HARD1, actual: HARD1
1168. predicted: HARD1, actual: HARD1
1169. predicted: HARD1, actual: HARD1
1170. predicted: HARD1, actual: HARD1
1171. predicted: HARD1, actual: HARD1
1172. predicted: HARD1, actual: HARD1
1173. predicted: HARD1, actual: HARD1
1174. predicted: HARD1, actual: HARD1
1175. predicted: HARD1, actual: HARD1
1176. predicted: HARD1, actual: HARD1
1177. predicted: HARD1, actual: HARD1
1178. predicted: HARD1, actual: HARD1
1179. predicted: HARD1, actual: HARD1
1180. predicted: HARD1, actual: HARD1
1181. predicted: HARD1, actual: HARD1
1182. predicted: HARD1, actual: HARD1
1183. predicted: HARD1, actual: HARD1
1184. predicted: HARD1, actual: HARD1
1185. predicted: HARD1, actual: HARD1
1186. predicted: HARD1, actual: HARD1
1187. predicted: HARD1, actual: HARD1
1188. predicted: HARD1, actual: HARD1
1189. predicted: HARD3, actual: HARD1
1190. predicted: HARD1, actual: HARD1
1191. predicted: HARD1, actual: HARD1
1192. predicted: HARD1, actual: HARD1
1193. predicted: HARD1, actual: HARD1
1194. predicted: HARD1, actual: HARD1
1195. predicted: HARD1, actual: HARD1
1196. predicted: HARD1, actual: HARD1
1197. predicted: HARD1, actual: HARD1
1198. predicted: HARD1, actual: HARD1
1199. predicted: HARD1, actual: HARD1
1200. predicted: HARD1, actual: HARD1
0.9825145711906744
1201. predicted: HARD1, actual: HARD1
1202. predicted: HARD1, actual: HARD1
1203. predicted: HARD1, actual: HARD1
1204. predicted: HARD1, actual: HARD1
1205. predicted: HARD1, actual: HARD1
1206. predicted: HARD1, actual: HARD1
1207. predicted: HARD1, actual: HARD1
1208. predicted: HARD1, actual: HARD1
1209. predicted: HARD1, actual: HARD1
1210. predicted: HARD1, actual: HARD1
1211. predicted: HARD1, actual: HARD1
1212. predicted: HARD1, actual: HARD1
1213. predicted: HARD1, actual: HARD1
1214. predicted: HARD1, actual: HARD1
1215. predicted: HARD1, actual: HARD1
1216. predicted: HARD1, actual: HARD1
1217. predicted: HARD1, actual: HARD1
1218. predicted: HARD1, actual: HARD1
1219. predicted: HARD1, actual: HARD1
1220. predicted: HARD1, actual: HARD1
1221. predicted: HARD1, actual: HARD1
1222. predicted: HARD1, actual: HARD1
1223. predicted: HARD1, actual: HARD1
1224. predicted: HARD1, actual: HARD1
1225. predicted: HARD1, actual: HARD1
1226. predicted: HARD1, actual: HARD1
1227. predicted: HARD1, actual: HARD1
1228. predicted: HARD1, actual: HARD1
1229. predicted: HARD1, actual: HARD1
1230. predicted: HARD1, actual: HARD1
1231. predicted: HARD1, actual: HARD1
1232. predicted: HARD1, actual: HARD1
1233. predicted: HARD1, actual: HARD1
1234. predicted: HARD1, actual: HARD1
1235. predicted: HARD1, actual: HARD1
1236. predicted: HARD1, actual: HARD1
1237. predicted: HARD1, actual: HARD1
1238. predicted: HARD1, actual: HARD1
1239. predicted: HARD1, actual: HARD1
1240. predicted: HARD1, actual: HARD1
1241. predicted: HARD1, actual: HARD1
1242. predicted: HARD1, actual: HARD1
1243. predicted: HARD1, actual: HARD1
1244. predicted: HARD1, actual: HARD1
1245. predicted: HARD1, actual: HARD1
1246. predicted: HARD1, actual: HARD1
1247. predicted: HARD1, actual: HARD1
1248. predicted: HARD1, actual: HARD1
1249. predicted: HARD1, actual: HARD1
1250. predicted: HARD1, actual: HARD1
1251. predicted: HARD1, actual: HARD1
1252. predicted: HARD1, actual: HARD1
1253. predicted: HARD1, actual: HARD1
1254. predicted: HARD1, actual: HARD1
1255. predicted: HARD1, actual: HARD1
1256. predicted: HARD1, actual: HARD1
1257. predicted: HARD1, actual: HARD1
1258. predicted: HARD1, actual: HARD1
1259. predicted: HARD1, actual: HARD1
1260. predicted: HARD1, actual: HARD1
1261. predicted: HARD1, actual: HARD1
1262. predicted: HARD1, actual: HARD1
1263. predicted: HARD1, actual: HARD1
1264. predicted: HARD1, actual: HARD1
1265. predicted: HARD1, actual: HARD1
1266. predicted: HARD1, actual: HARD1
1267. predicted: HARD1, actual: HARD1
1268. predicted: HARD1, actual: HARD1
1269. predicted: HARD1, actual: HARD1
1270. predicted: HARD1, actual: HARD1
1271. predicted: HARD1, actual: HARD1
1272. predicted: HARD1, actual: HARD1
1273. predicted: HARD1, actual: HARD1
1274. predicted: HARD1, actual: HARD1
1275. predicted: HARD1, actual: HARD1
1276. predicted: HARD1, actual: HARD1
1277. predicted: HARD1, actual: HARD1
1278. predicted: HARD1, actual: HARD1
1279. predicted: HARD1, actual: HARD1
1280. predicted: HARD1, actual: HARD1
1281. predicted: HARD1, actual: HARD1
1282. predicted: HARD1, actual: HARD1
1283. predicted: HARD1, actual: HARD1
1284. predicted: HARD1, actual: HARD1
1285. predicted: HARD1, actual: HARD1
1286. predicted: HARD1, actual: HARD1
1287. predicted: HARD1, actual: HARD1
1288. predicted: HARD1, actual: HARD1
1289. predicted: HARD1, actual: HARD1
1290. predicted: HARD1, actual: HARD1
1291. predicted: HARD1, actual: HARD1
1292. predicted: HARD1, actual: HARD1
1293. predicted: HARD1, actual: HARD1
1294. predicted: HARD1, actual: HARD1
1295. predicted: HARD1, actual: HARD1
1296. predicted: HARD1, actual: HARD1
1297. predicted: HARD1, actual: HARD1
1298. predicted: HARD1, actual: HARD1
1299. predicted: HARD1, actual: HARD1
1300. predicted: HARD1, actual: HARD1
0.9838585703305149
1301. predicted: HARD1, actual: HARD1
1302. predicted: HARD1, actual: HARD1
1303. predicted: HARD1, actual: HARD1
1304. predicted: HARD1, actual: HARD1
1305. predicted: HARD1, actual: HARD1
1306. predicted: HARD1, actual: HARD1
1307. predicted: HARD1, actual: HARD1
1308. predicted: HARD1, actual: HARD1
1309. predicted: HARD1, actual: HARD1
1310. predicted: HARD1, actual: HARD1
1311. predicted: HARD1, actual: HARD1
1312. predicted: HARD1, actual: HARD1
1313. predicted: HARD1, actual: HARD1
1314. predicted: HARD1, actual: HARD1
1315. predicted: HARD1, actual: HARD1
1316. predicted: HARD1, actual: HARD1
1317. predicted: HARD1, actual: HARD1
1318. predicted: HARD1, actual: HARD1
1319. predicted: HARD1, actual: HARD1
1320. predicted: HARD1, actual: HARD1
1321. predicted: HARD1, actual: HARD1
1322. predicted: HARD1, actual: HARD1
1323. predicted: HARD1, actual: HARD1
1324. predicted: HARD1, actual: HARD1
1325. predicted: HARD1, actual: HARD1
1326. predicted: HARD1, actual: HARD1
1327. predicted: HARD1, actual: HARD1
1328. predicted: HARD1, actual: HARD1
1329. predicted: HARD1, actual: HARD1
1330. predicted: HARD1, actual: HARD1
1331. predicted: HARD1, actual: HARD1
1332. predicted: HARD1, actual: HARD1
1333. predicted: HARD1, actual: HARD1
1334. predicted: HARD1, actual: HARD1
1335. predicted: HARD3, actual: HARD1
1336. predicted: HARD1, actual: HARD1
1337. predicted: HARD1, actual: HARD1
1338. predicted: HARD1, actual: HARD1
1339. predicted: HARD1, actual: HARD1
1340. predicted: HARD1, actual: HARD1
1341. predicted: HARD3, actual: HARD1
1342. predicted: HARD3, actual: HARD1
1343. predicted: HARD1, actual: HARD1
1344. predicted: HARD1, actual: HARD1
1345. predicted: HARD1, actual: HARD1
1346. predicted: HARD1, actual: HARD1
1347. predicted: HARD1, actual: HARD1
1348. predicted: HARD1, actual: HARD1
1349. predicted: HARD1, actual: HARD1
1350. predicted: HARD1, actual: HARD1
1351. predicted: HARD1, actual: HARD1
1352. predicted: HARD3, actual: HARD1
1353. predicted: HARD1, actual: HARD1
1354. predicted: HARD1, actual: HARD1
1355. predicted: HARD1, actual: HARD1
1356. predicted: HARD1, actual: HARD1
1357. predicted: HARD1, actual: HARD1
1358. predicted: HARD1, actual: HARD1
1359. predicted: HARD1, actual: HARD1
1360. predicted: HARD1, actual: HARD1
1361. predicted: HARD1, actual: HARD1
1362. predicted: HARD1, actual: HARD1
1363. predicted: HARD1, actual: HARD1
1364. predicted: HARD1, actual: HARD1
1365. predicted: HARD1, actual: HARD1
1366. predicted: HARD1, actual: HARD1
1367. predicted: HARD1, actual: HARD1
1368. predicted: HARD1, actual: HARD1
1369. predicted: HARD1, actual: HARD1
1370. predicted: HARD1, actual: HARD1
1371. predicted: HARD1, actual: HARD1
1372. predicted: HARD1, actual: HARD1
1373. predicted: HARD1, actual: HARD1
1374. predicted: HARD1, actual: HARD1
1375. predicted: HARD1, actual: HARD1
1376. predicted: HARD1, actual: HARD1
1377. predicted: HARD1, actual: HARD1
1378. predicted: HARD1, actual: HARD1
1379. predicted: HARD1, actual: HARD1
1380. predicted: HARD1, actual: HARD1
1381. predicted: HARD1, actual: HARD1
1382. predicted: HARD1, actual: HARD1
1383. predicted: HARD1, actual: HARD1
1384. predicted: HARD1, actual: HARD1
1385. predicted: HARD1, actual: HARD1
1386. predicted: HARD1, actual: HARD1
1387. predicted: HARD1, actual: HARD1
1388. predicted: HARD1, actual: HARD1
1389. predicted: HARD1, actual: HARD1
1390. predicted: HARD1, actual: HARD1
1391. predicted: HARD1, actual: HARD1
1392. predicted: HARD1, actual: HARD1
1393. predicted: HARD1, actual: HARD1
1394. predicted: HARD1, actual: HARD1
1395. predicted: HARD1, actual: HARD1
1396. predicted: HARD1, actual: HARD1
1397. predicted: HARD1, actual: HARD1
1398. predicted: HARD1, actual: HARD1
1399. predicted: HARD1, actual: HARD1
1400. predicted: HARD1, actual: HARD1
0.9821556031406139
1401. predicted: HARD1, actual: HARD1
1402. predicted: HARD1, actual: HARD1
1403. predicted: HARD1, actual: HARD1
1404. predicted: HARD1, actual: HARD1
1405. predicted: HARD3, actual: HARD1
1406. predicted: HARD1, actual: HARD1
1407. predicted: HARD1, actual: HARD1
1408. predicted: HARD1, actual: HARD1
1409. predicted: HARD1, actual: HARD1
1410. predicted: HARD1, actual: HARD1
1411. predicted: HARD1, actual: HARD1
1412. predicted: HARD1, actual: HARD1
1413. predicted: HARD1, actual: HARD1
1414. predicted: HARD1, actual: HARD1
1415. predicted: HARD1, actual: HARD1
1416. predicted: HARD1, actual: HARD1
1417. predicted: HARD1, actual: HARD1
1418. predicted: HARD1, actual: HARD1
1419. predicted: HARD1, actual: HARD1
1420. predicted: HARD3, actual: HARD1
1421. predicted: HARD1, actual: HARD1
1422. predicted: HARD1, actual: HARD1
1423. predicted: HARD1, actual: HARD1
1424. predicted: HARD1, actual: HARD1
1425. predicted: HARD1, actual: HARD1
1426. predicted: HARD1, actual: HARD1
1427. predicted: HARD1, actual: HARD1
1428. predicted: HARD1, actual: HARD1
1429. predicted: HARD1, actual: HARD1
1430. predicted: HARD1, actual: HARD1
1431. predicted: HARD1, actual: HARD1
1432. predicted: HARD1, actual: HARD1
1433. predicted: HARD1, actual: HARD1
1434. predicted: HARD1, actual: HARD1
1435. predicted: HARD1, actual: HARD1
1436. predicted: HARD1, actual: HARD1
1437. predicted: HARD1, actual: HARD1
1438. predicted: HARD1, actual: HARD1
1439. predicted: HARD1, actual: HARD1
1440. predicted: HARD1, actual: HARD1
